scenario,controller,seed,RT,RT_norm,Overshoot,RI,NDR,ControlEffort,PerfMean,PerfStd,StabilityPost,Retention,AdaptSpeed,MemStability
sudden_threat,naive_calm,12,100.0,1.0,0.14513141508974392,1.40625,1.0,0.26082273424030167,0.25196828475892863,0.31388250072531554,0.05646293589791269,0.0,0.0,0.7948158030469782
sudden_threat,naive_calm,13,100.0,1.0,0.1452288670659908,1.40625,1.0,0.2609720064895848,0.2520483037997347,0.31377899055462605,0.05669467718913797,0.0,0.0,0.797758421391063
sudden_threat,naive_calm,14,100.0,1.0,0.14513518789802993,1.40625,1.0,0.2613931681956196,0.2518215847982664,0.3135398571232342,0.056549854417273976,0.0,0.0,0.7971294835241713
sudden_threat,naive_calm,15,100.0,1.0,0.14520462533934952,1.415625,1.0,0.2634448219630768,0.2513353505500162,0.31279193097746744,0.056721832284946525,0.0,0.0,0.8092597768001542
sudden_threat,naive_calm,16,100.0,1.0,0.1450044255274967,1.40625,1.0,0.2614842195940313,0.25197776438717595,0.31381381799470476,0.05654449300215231,0.0,0.0,0.795392248368144
sudden_threat,naive_calm,17,100.0,1.0,0.14519523400393575,1.40625,1.0,0.2620900654762239,0.2515644821517201,0.31336487877343827,0.05648688387342871,0.0,0.0,0.8048145010912106
sudden_threat,naive_calm,18,100.0,1.0,0.1475752830307605,1.40625,1.0,0.2620941204198282,0.2517119082426758,0.31380559103899974,0.05580074199856961,0.0,0.0,0.7973402790470088
sudden_threat,naive_calm,19,100.0,1.0,0.1449626451266126,1.40625,1.0,0.2604776398713532,0.25178714064120733,0.3137088438119159,0.05628861519768233,0.0,0.0,0.7967134224890193
sudden_threat,naive_calm,20,100.0,1.0,0.1452167857897838,1.40625,1.0,0.261067866257098,0.2516576103267911,0.3134059412131883,0.05637437002219614,0.0,0.0,0.8041216725495873
sudden_threat,arc_v1,1,100.0,1.0,0.28213853975346337,0.0,0.0,1.0541452223268002,0.9142145889557455,0.06754889275481599,0.003877841311602474,0.8709866700542309,0.0,0.7858048018220415
sudden_threat,arc_v1,2,100.0,1.0,0.2827356883511014,0.0,0.0,1.054578399078149,0.9140574071080592,0.0678137516918861,0.004008515595504663,0.8712154048494165,0.0,0.7903808783032883
sudden_threat,arc_v1,3,100.0,1.0,0.28370532881028776,0.0,0.0,1.0553019457214459,0.9141471278950524,0.0675903545746476,0.0036556696373814495,0.8713706330152169,0.0,0.7861538570188491
sudden_threat,arc_v1,4,100.0,1.0,0.2846750372113759,0.0,0.0,1.0554598566512108,0.9137750673847886,0.06782316136232709,0.004155477487164178,0.8709028713678587,0.0,0.7854805895729289
sudden_threat,arc_v1,5,100.0,1.0,0.2825690519093119,0.0,0.0,1.0538796489497104,0.9138857813179311,0.06792505081074723,0.003968525813018307,0.8710818225249197,0.0,0.7907012755725514
sudden_threat,arc_v1,6,100.0,1.0,0.2849498597594101,0.0,0.0,1.0539856291740537,0.9142056228217577,0.0677049712940042,0.0037803328288415782,0.8715719738734943,0.0,0.7861369546644796
